ticket_id,created_ts,first_response_ts,resolved_ts,channel,issue_type,agent_id,handle_seconds,acw_seconds,first_touch_resolved
T0001907,2025-11-13T14:45:20.679459-06:00,2025-11-13T14:45:20.679459-06:00,2025-11-13T14:49:31.107475-06:00,chat,login,A004,238,65,True
T0001921,2025-11-13T14:46:33.678222-06:00,2025-11-13T14:46:33.678222-06:00,2025-11-13T14:52:19.517808-06:00,email,login,A009,331,66,True
T0001904,2025-11-13T14:47:19.451217-06:00,2025-11-13T14:47:19.451217-06:00,2025-11-13T14:52:33.503356-06:00,email,billing,A011,263,64,False
T0001909,2025-11-13T14:47:39.375574-06:00,2025-11-13T14:47:39.375574-06:00,2025-11-13T14:52:44.973632-06:00,email,login,A008,268,58,True
T0001922,2025-11-13T14:50:07.269717-06:00,2025-11-13T14:50:07.269717-06:00,2025-11-13T14:53:30.185353-06:00,phone,login,A013,159,52,False
T0001902,2025-11-13T14:50:14.095014-06:00,2025-11-13T14:50:14.095014-06:00,2025-11-13T14:55:42.738128-06:00,phone,login,A009,276,75,True
T0001917,2025-11-13T14:54:25.273775-06:00,2025-11-13T14:54:25.273775-06:00,2025-11-13T14:58:33.806042-06:00,email,billing,A006,237,80,True
T0001920,2025-11-13T14:55:07.829484-06:00,2025-11-13T14:55:07.829484-06:00,2025-11-13T14:59:01.770071-06:00,phone,billing,A020,175,60,True
T0001913,2025-11-13T14:55:12.583845-06:00,2025-11-13T14:55:12.583845-06:00,2025-11-13T14:59:55.702217-06:00,phone,login,A004,268,54,True
T0001905,2025-11-13T14:56:33.125125-06:00,2025-11-13T14:56:33.125125-06:00,2025-11-13T15:00:46.395569-06:00,email,login,A011,222,85,True
T0001923,2025-11-13T14:56:43.267249-06:00,2025-11-13T14:56:43.267249-06:00,2025-11-13T15:03:44.785162-06:00,email,billing,A016,397,49,True
T0001906,2025-11-13T14:59:34.229225-06:00,2025-11-13T14:59:34.229225-06:00,2025-11-13T15:02:21.151275-06:00,email,login,A015,148,72,True
T0001903,2025-11-13T14:59:45.713921-06:00,2025-11-13T14:59:45.713921-06:00,2025-11-13T15:04:36.851627-06:00,chat,login,A016,286,47,True
T0001937,2025-11-13T15:01:43.847799-06:00,2025-11-13T15:01:43.847811-06:00,2025-11-13T15:05:08.260437-06:00,chat,billing,A012,174,32,True
T0001928,2025-11-13T15:02:06.939697-06:00,2025-11-13T15:02:06.939808-06:00,2025-11-13T15:06:11.369463-06:00,phone,login,A009,241,44,False
T0001955,2025-11-13T15:02:25.379133-06:00,2025-11-13T15:02:25.379330-06:00,2025-11-13T15:06:47.825291-06:00,phone,bug,A016,225,57,True
T0001929,2025-11-13T15:03:53.022747-06:00,2025-11-13T15:03:53.023051-06:00,2025-11-13T15:08:17.520392-06:00,email,bug,A005,245,85,True
T0001947,2025-11-13T15:04:17.286633-06:00,2025-11-13T15:04:17.286676-06:00,2025-11-13T15:08:17.342976-06:00,email,billing,A005,201,85,False
T0001936,2025-11-13T15:05:00.161968-06:00,2025-11-13T15:05:00.162003-06:00,2025-11-13T15:08:24.079738-06:00,email,login,A012,195,83,False
T0001939,2025-11-13T15:05:01.112531-06:00,2025-11-13T15:05:01.112708-06:00,2025-11-13T15:09:52.501969-06:00,chat,bug,A014,240,44,True
T0001960,2025-11-13T15:05:28.316615-06:00,2025-11-13T15:05:28.316678-06:00,2025-11-13T15:08:44.065790-06:00,chat,login,A016,152,39,True
T0001958,2025-11-13T15:05:47.177488-06:00,2025-11-13T15:05:47.177728-06:00,2025-11-13T15:11:02.845436-06:00,phone,billing,A019,266,90,True
T0001926,2025-11-13T15:07:05.799501-06:00,2025-11-13T15:07:05.799525-06:00,2025-11-13T15:11:43.806966-06:00,email,login,A001,265,50,True
T0001956,2025-11-13T15:08:31.292444-06:00,2025-11-13T15:08:31.292445-06:00,2025-11-13T15:12:15.365121-06:00,email,login,A001,186,74,True
T0001934,2025-11-13T15:09:52.087142-06:00,2025-11-13T15:09:52.087386-06:00,2025-11-13T15:13:36.350572-06:00,email,login,A019,212,49,False
T0001961,2025-11-13T15:09:54.752269-06:00,2025-11-13T15:09:54.752288-06:00,2025-11-13T15:15:02.106453-06:00,chat,bug,A012,267,53,True
T0001949,2025-11-13T15:10:33.203579-06:00,2025-11-13T15:10:33.203658-06:00,2025-11-13T15:13:55.435205-06:00,chat,login,A013,194,66,True
T0001942,2025-11-13T15:11:00.705639-06:00,2025-11-13T15:11:00.705650-06:00,2025-11-13T15:14:14.875924-06:00,phone,bug,A004,141,34,True
T0001964,2025-11-13T15:11:19.646029-06:00,2025-11-13T15:11:19.646053-06:00,2025-11-13T15:16:10.199516-06:00,email,billing,A019,258,50,True
T0001938,2025-11-13T15:11:51.627165-06:00,2025-11-13T15:11:51.627316-06:00,2025-11-13T15:15:08.699852-06:00,email,billing,A012,167,89,True
T0001933,2025-11-13T15:12:02.262072-06:00,2025-11-13T15:12:02.262154-06:00,2025-11-13T15:14:48.139903-06:00,chat,billing,A016,150,115,False
T0001925,2025-11-13T15:12:10.279060-06:00,2025-11-13T15:12:10.279121-06:00,2025-11-13T15:16:15.228552-06:00,email,bug,A012,240,31,True
T0001932,2025-11-13T15:12:10.525082-06:00,2025-11-13T15:12:10.525451-06:00,2025-11-13T15:16:09.936862-06:00,email,bug,A006,231,38,True
T0001945,2025-11-13T15:12:24.267525-06:00,2025-11-13T15:12:24.267624-06:00,2025-11-13T15:17:37.298533-06:00,email,billing,A018,275,27,True
T0001940,2025-11-13T15:14:19.896664-06:00,2025-11-13T15:14:19.896722-06:00,2025-11-13T15:19:48.779728-06:00,phone,login,A010,277,67,True
T0001944,2025-11-13T15:14:32.048384-06:00,2025-11-13T15:14:32.048443-06:00,2025-11-13T15:19:04.004976-06:00,phone,login,A004,261,77,False
T0001963,2025-11-13T15:15:38.060074-06:00,2025-11-13T15:15:38.060093-06:00,2025-11-13T15:20:13.899089-06:00,chat,login,A006,260,59,True
T0001962,2025-11-13T15:16:09.013078-06:00,2025-11-13T15:16:09.013227-06:00,2025-11-13T15:20:11.643872-06:00,email,billing,A009,219,36,True
T0001950,2025-11-13T15:16:17.249430-06:00,2025-11-13T15:16:17.249476-06:00,2025-11-13T15:20:17.293899-06:00,email,bug,A006,192,77,True
T0001957,2025-11-13T15:16:30.511519-06:00,2025-11-13T15:16:30.511552-06:00,2025-11-13T15:19:38.242387-06:00,chat,bug,A014,151,44,False
T0001941,2025-11-13T15:16:44.486834-06:00,2025-11-13T15:16:44.486851-06:00,2025-11-13T15:20:26.946280-06:00,chat,login,A014,193,49,True
T0001931,2025-11-13T15:17:41.587882-06:00,2025-11-13T15:17:41.587888-06:00,2025-11-13T15:21:05.686798-06:00,email,billing,A003,195,36,True
T0001946,2025-11-13T15:18:51.045413-06:00,2025-11-13T15:18:51.045443-06:00,2025-11-13T15:21:58.804025-06:00,email,bug,A017,181,39,False
T0001951,2025-11-13T15:21:55.561051-06:00,2025-11-13T15:21:55.561261-06:00,2025-11-13T15:25:43.082293-06:00,email,bug,A018,205,66,False
T0001927,2025-11-13T15:22:49.515334-06:00,2025-11-13T15:22:49.515412-06:00,2025-11-13T15:27:36.148284-06:00,email,billing,A013,259,49,True
T0001948,2025-11-13T15:24:13.395579-06:00,2025-11-13T15:24:13.395581-06:00,2025-11-13T15:27:49.894582-06:00,email,login,A006,177,65,True
T0001943,2025-11-13T15:24:20.630281-06:00,2025-11-13T15:24:20.630355-06:00,2025-11-13T15:28:33.299518-06:00,email,bug,A015,239,60,True
T0001959,2025-11-13T15:25:29.446776-06:00,2025-11-13T15:25:29.446865-06:00,2025-11-13T15:29:35.139218-06:00,chat,login,A017,198,63,False
T0001965,2025-11-13T15:26:31.002164-06:00,2025-11-13T15:26:31.002182-06:00,2025-11-13T15:30:21.147031-06:00,email,billing,A001,178,43,False
T0001952,2025-11-13T15:26:35.949319-06:00,2025-11-13T15:26:35.949405-06:00,2025-11-13T15:30:19.617094-06:00,phone,login,A018,219,60,True
T0001953,2025-11-13T15:26:58.375313-06:00,2025-11-13T15:26:58.375355-06:00,2025-11-13T15:31:11.337201-06:00,chat,login,A001,240,82,False
T0001966,2025-11-13T15:27:14.410280-06:00,2025-11-13T15:27:14.410294-06:00,2025-11-13T15:32:41.966690-06:00,email,billing,A011,293,32,False
T0001930,2025-11-13T15:27:34.102936-06:00,2025-11-13T15:27:34.102976-06:00,2025-11-13T15:35:05.887436-06:00,chat,login,A005,435,63,True
T0001954,2025-11-13T15:27:49.232683-06:00,2025-11-13T15:27:49.232709-06:00,2025-11-13T15:31:37.566801-06:00,chat,login,A009,189,50,False
T0001935,2025-11-13T15:29:52.066210-06:00,2025-11-13T15:29:52.066219-06:00,2025-11-13T15:33:54.069184-06:00,phone,bug,A001,187,44,True
T0001981,2025-11-13T15:32:02.955338-06:00,2025-11-13T15:32:02.955338-06:00,2025-11-13T15:36:36.974928-06:00,chat,login,A010,239,52,False
T0001973,2025-11-13T15:33:14.523749-06:00,2025-11-13T15:33:14.523749-06:00,2025-11-13T15:38:25.502390-06:00,chat,login,A013,294,62,False
T0001978,2025-11-13T15:33:28.160061-06:00,2025-11-13T15:33:28.160061-06:00,2025-11-13T15:38:21.774130-06:00,email,billing,A012,285,95,True
T0001977,2025-11-13T15:37:01.483195-06:00,2025-11-13T15:37:01.483195-06:00,2025-11-13T15:40:55.051558-06:00,email,billing,A007,199,97,True
T0001971,2025-11-13T15:37:30.144114-06:00,2025-11-13T15:37:30.144114-06:00,2025-11-13T15:41:01.854685-06:00,email,billing,A017,169,39,True
T0001969,2025-11-13T15:37:42.011088-06:00,2025-11-13T15:37:42.011088-06:00,2025-11-13T15:41:56.582981-06:00,chat,login,A013,204,63,True
T0001984,2025-11-13T15:38:02.768434-06:00,2025-11-13T15:38:02.768434-06:00,2025-11-13T15:41:34.787008-06:00,chat,bug,A015,193,58,False
T0001970,2025-11-13T15:41:06.911688-06:00,2025-11-13T15:41:06.911688-06:00,2025-11-13T15:45:36.279274-06:00,phone,login,A017,246,51,True
T0001979,2025-11-13T15:45:05.978267-06:00,2025-11-13T15:45:05.978267-06:00,2025-11-13T15:49:27.238351-06:00,email,login,A002,222,59,True
T0001982,2025-11-13T15:46:04.039327-06:00,2025-11-13T15:46:04.039327-06:00,2025-11-13T15:51:42.404987-06:00,chat,bug,A016,304,41,True
T0001968,2025-11-13T15:46:42.479704-06:00,2025-11-13T15:46:42.479704-06:00,2025-11-13T15:50:06.837651-06:00,phone,login,A010,202,33,True
T0001972,2025-11-13T15:49:27.597850-06:00,2025-11-13T15:49:27.597850-06:00,2025-11-13T15:54:14.786969-06:00,chat,login,A012,247,56,True
T0001983,2025-11-13T15:49:32.445129-06:00,2025-11-13T15:49:32.445129-06:00,2025-11-13T15:54:01.159112-06:00,email,login,A005,242,49,True
T0001987,2025-11-13T15:51:31.267608-06:00,2025-11-13T15:51:31.267608-06:00,2025-11-13T15:57:44.315424-06:00,phone,bug,A012,320,55,True
T0001980,2025-11-13T15:52:02.576894-06:00,2025-11-13T15:52:02.576894-06:00,2025-11-13T15:58:05.078356-06:00,email,billing,A012,310,47,True
T0001974,2025-11-13T15:52:21.630519-06:00,2025-11-13T15:52:21.630519-06:00,2025-11-13T15:58:59.493632-06:00,email,billing,A002,344,85,True
T0001986,2025-11-13T15:52:40.994221-06:00,2025-11-13T15:52:40.994221-06:00,2025-11-13T15:56:25.702714-06:00,phone,billing,A013,215,75,True
T0001985,2025-11-13T15:54:49.229934-06:00,2025-11-13T15:54:49.229934-06:00,2025-11-13T15:59:43.432304-06:00,phone,billing,A014,235,66,False
T0001967,2025-11-13T15:57:00.650497-06:00,2025-11-13T15:57:00.650497-06:00,2025-11-13T16:02:40.318235-06:00,phone,login,A008,315,37,True
T0001976,2025-11-13T15:57:12.623703-06:00,2025-11-13T15:57:12.623703-06:00,2025-11-13T16:02:38.372806-06:00,email,login,A011,303,60,False
T0001975,2025-11-13T15:59:12.571624-06:00,2025-11-13T15:59:12.571624-06:00,2025-11-13T16:03:56.743014-06:00,email,login,A013,279,31,False
T0001995,2025-11-13T16:00:55.014068-06:00,2025-11-13T16:00:55.014068-06:00,2025-11-13T16:04:11.447166-06:00,email,bug,A003,145,49,True
T0002004,2025-11-13T16:00:58.059246-06:00,2025-11-13T16:00:58.059246-06:00,2025-11-13T16:05:03.355513-06:00,chat,login,A012,242,49,False
T0001998,2025-11-13T16:02:12.153883-06:00,2025-11-13T16:02:12.153883-06:00,2025-11-13T16:06:50.027604-06:00,chat,login,A010,251,39,True
T0001996,2025-11-13T16:02:26.434271-06:00,2025-11-13T16:02:26.434271-06:00,2025-11-13T16:08:27.927115-06:00,email,billing,A004,341,71,True
T0002003,2025-11-13T16:03:14.031939-06:00,2025-11-13T16:03:14.031939-06:00,2025-11-13T16:07:50.266534-06:00,email,login,A017,264,86,False
T0001999,2025-11-13T16:04:14.178557-06:00,2025-11-13T16:04:14.178557-06:00,2025-11-13T16:09:18.201746-06:00,email,login,A019,258,57,True
T0002006,2025-11-13T16:04:29.894380-06:00,2025-11-13T16:04:29.894380-06:00,2025-11-13T16:08:15.302163-06:00,email,login,A012,199,85,True
T0002005,2025-11-13T16:05:27.745680-06:00,2025-11-13T16:05:27.745680-06:00,2025-11-13T16:10:19.740044-06:00,email,login,A008,258,49,True
T0002010,2025-11-13T16:08:58.215952-06:00,2025-11-13T16:08:58.215952-06:00,2025-11-13T16:12:36.374861-06:00,phone,login,A007,205,39,True
T0001994,2025-11-13T16:11:37.224644-06:00,2025-11-13T16:11:37.224644-06:00,2025-11-13T16:16:01.899018-06:00,chat,bug,A006,264,66,True
T0002002,2025-11-13T16:12:18.369621-06:00,2025-11-13T16:12:18.369621-06:00,2025-11-13T16:15:54.049304-06:00,chat,billing,A001,184,37,False
T0001993,2025-11-13T16:13:19.883018-06:00,2025-11-13T16:13:19.883018-06:00,2025-11-13T16:19:11.650329-06:00,email,login,A010,300,47,True
T0002011,2025-11-13T16:13:56.352559-06:00,2025-11-13T16:13:56.352559-06:00,2025-11-13T16:17:49.306470-06:00,phone,login,A006,182,72,False
T0002000,2025-11-13T16:14:51.461473-06:00,2025-11-13T16:14:51.461473-06:00,2025-11-13T16:19:40.075316-06:00,email,billing,A019,269,64,True
T0002001,2025-11-13T16:16:14.707348-06:00,2025-11-13T16:16:14.707348-06:00,2025-11-13T16:21:19.756609-06:00,email,billing,A017,256,45,True
T0001991,2025-11-13T16:18:30.147947-06:00,2025-11-13T16:18:30.147947-06:00,2025-11-13T16:22:18.840996-06:00,email,billing,A001,194,100,True
T0001990,2025-11-13T16:18:35.092049-06:00,2025-11-13T16:18:35.092049-06:00,2025-11-13T16:23:01.943359-06:00,email,bug,A008,208,32,True
T0002007,2025-11-13T16:19:57.357509-06:00,2025-11-13T16:19:57.357509-06:00,2025-11-13T16:25:46.021963-06:00,email,billing,A015,305,118,False
T0001989,2025-11-13T16:21:36.792565-06:00,2025-11-13T16:21:36.792565-06:00,2025-11-13T16:25:53.453999-06:00,chat,bug,A015,214,36,True
T0002009,2025-11-13T16:22:03.995980-06:00,2025-11-13T16:22:03.995980-06:00,2025-11-13T16:26:51.782140-06:00,email,billing,A020,230,76,True
T0002013,2025-11-13T16:23:29.780080-06:00,2025-11-13T16:23:29.780080-06:00,2025-11-13T16:27:45.208868-06:00,phone,billing,A012,206,42,True
T0001988,2025-11-13T16:23:48.179326-06:00,2025-11-13T16:23:48.179326-06:00,2025-11-13T16:28:13.222094-06:00,chat,login,A016,243,60,True
T0002008,2025-11-13T16:25:58.685611-06:00,2025-11-13T16:25:58.685611-06:00,2025-11-13T16:29:40.708300-06:00,chat,billing,A002,203,63,True
T0002012,2025-11-13T16:26:18.139742-06:00,2025-11-13T16:26:18.139742-06:00,2025-11-13T16:31:10.834165-06:00,email,billing,A011,278,75,True
T0001997,2025-11-13T16:26:41.153907-06:00,2025-11-13T16:26:41.153907-06:00,2025-11-13T16:31:31.857449-06:00,email,billing,A019,280,40,False
T0001992,2025-11-13T16:27:23.333547-06:00,2025-11-13T16:27:23.333547-06:00,2025-11-13T16:31:29.655806-06:00,chat,login,A013,239,95,True
T0002027,2025-11-13T16:31:24.593490-06:00,2025-11-13T16:31:24.593490-06:00,2025-11-13T16:35:25.359532-06:00,email,billing,A010,224,53,True
T0002015,2025-11-13T16:31:27.700511-06:00,2025-11-13T16:31:27.700511-06:00,2025-11-13T16:36:24.271672-06:00,phone,login,A011,269,66,True
T0002026,2025-11-13T16:32:44.246448-06:00,2025-11-13T16:32:44.246448-06:00,2025-11-13T16:37:39.188033-06:00,email,billing,A010,270,64,True
T0002028,2025-11-13T16:34:45.748548-06:00,2025-11-13T16:34:45.748548-06:00,2025-11-13T16:38:23.807356-06:00,email,billing,A002,187,78,True
T0002018,2025-11-13T16:36:45.620010-06:00,2025-11-13T16:36:45.620010-06:00,2025-11-13T16:42:03.538111-06:00,phone,login,A014,316,68,True
T0002023,2025-11-13T16:38:46.627067-06:00,2025-11-13T16:38:46.627067-06:00,2025-11-13T16:44:16.622609-06:00,email,login,A016,289,55,True
T0002021,2025-11-13T16:39:58.498871-06:00,2025-11-13T16:39:58.498871-06:00,2025-11-13T16:43:41.298605-06:00,phone,login,A015,214,64,True
T0002017,2025-11-13T16:42:28.686500-06:00,2025-11-13T16:42:28.686500-06:00,2025-11-13T16:46:31.383965-06:00,chat,bug,A008,225,49,True
T0002014,2025-11-13T16:42:33.646635-06:00,2025-11-13T16:42:33.646635-06:00,2025-11-13T16:48:34.525478-06:00,email,billing,A008,329,45,True
T0002024,2025-11-13T16:42:37.149181-06:00,2025-11-13T16:42:37.149181-06:00,2025-11-13T16:47:04.439358-06:00,email,billing,A012,255,85,True
T0002020,2025-11-13T16:45:31.721087-06:00,2025-11-13T16:45:31.721087-06:00,2025-11-13T16:49:50.877928-06:00,chat,billing,A013,211,38,False
T0002016,2025-11-13T16:47:40.849894-06:00,2025-11-13T16:47:40.849894-06:00,2025-11-13T16:51:11.366502-06:00,email,login,A018,194,77,True
T0002025,2025-11-13T16:50:16.387534-06:00,2025-11-13T16:50:16.387534-06:00,2025-11-13T16:53:39.936564-06:00,email,login,A010,195,116,True
T0002022,2025-11-13T16:50:30.390571-06:00,2025-11-13T16:50:30.390571-06:00,2025-11-13T16:54:26.574800-06:00,email,login,A007,188,75,True
T0002019,2025-11-13T16:56:54.776276-06:00,2025-11-13T16:56:54.776276-06:00,2025-11-13T17:00:07.863367-06:00,email,login,A002,161,95,True
T0002032,2025-11-14T09:00:27.193035-06:00,2025-11-14T09:00:27.193035-06:00,2025-11-14T09:03:28.101634-06:00,chat,bug,A008,177,75,True
T0002042,2025-11-14T09:00:35.796450-06:00,2025-11-14T09:00:35.796450-06:00,2025-11-14T09:04:26.891421-06:00,chat,bug,A014,227,59,True
T0002033,2025-11-14T09:00:56.883880-06:00,2025-11-14T09:00:56.883880-06:00,2025-11-14T09:05:30.896415-06:00,email,billing,A018,253,23,True
T0002035,2025-11-14T09:01:00.902594-06:00,2025-11-14T09:01:00.902594-06:00,2025-11-14T09:06:09.107975-06:00,email,login,A019,263,124,True
T0002040,2025-11-14T09:01:45.701282-06:00,2025-11-14T09:01:45.701282-06:00,2025-11-14T09:06:15.616793-06:00,chat,login,A013,231,86,True
T0002047,2025-11-14T09:02:11.651318-06:00,2025-11-14T09:02:11.651318-06:00,2025-11-14T09:07:22.091222-06:00,chat,login,A018,286,67,True
T0002048,2025-11-14T09:05:20.556003-06:00,2025-11-14T09:05:20.556003-06:00,2025-11-14T09:08:28.814158-06:00,phone,bug,A001,167,49,False
T0002037,2025-11-14T09:10:02.353520-06:00,2025-11-14T09:10:02.353520-06:00,2025-11-14T09:15:35.520191-06:00,email,login,A004,279,61,True
T0002045,2025-11-14T09:10:03.686895-06:00,2025-11-14T09:10:03.686895-06:00,2025-11-14T09:14:44.919494-06:00,chat,bug,A017,238,87,True
T0002031,2025-11-14T09:10:46.577158-06:00,2025-11-14T09:10:46.577158-06:00,2025-11-14T09:16:43.667851-06:00,email,billing,A001,324,53,False
T0002043,2025-11-14T09:11:35.816049-06:00,2025-11-14T09:11:35.816049-06:00,2025-11-14T09:16:03.151237-06:00,email,billing,A009,250,34,False
T0002030,2025-11-14T09:18:25.849699-06:00,2025-11-14T09:18:25.849699-06:00,2025-11-14T09:23:26.267407-06:00,email,login,A011,293,96,True
T0002034,2025-11-14T09:18:37.549440-06:00,2025-11-14T09:18:37.549440-06:00,2025-11-14T09:22:58.903859-06:00,chat,billing,A018,205,42,True
T0002046,2025-11-14T09:19:37.987888-06:00,2025-11-14T09:19:37.987888-06:00,2025-11-14T09:25:33.961588-06:00,email,login,A008,314,48,True
T0002044,2025-11-14T09:19:56.704631-06:00,2025-11-14T09:19:56.704631-06:00,2025-11-14T09:24:37.393576-06:00,phone,bug,A006,238,50,True
T0002036,2025-11-14T09:21:10.147130-06:00,2025-11-14T09:21:10.147130-06:00,2025-11-14T09:24:38.371168-06:00,email,login,A004,187,73,True
T0002038,2025-11-14T09:22:23.045516-06:00,2025-11-14T09:22:23.045516-06:00,2025-11-14T09:26:20.447030-06:00,phone,login,A010,225,103,True
T0002039,2025-11-14T09:22:42.383554-06:00,2025-11-14T09:22:42.383554-06:00,2025-11-14T09:26:21.069178-06:00,chat,billing,A005,206,40,True
T0002029,2025-11-14T09:25:47.505158-06:00,2025-11-14T09:25:47.505158-06:00,2025-11-14T09:29:37.239146-06:00,email,login,A016,187,68,True
T0002041,2025-11-14T09:28:48.080714-06:00,2025-11-14T09:28:48.080714-06:00,2025-11-14T09:34:26.953196-06:00,email,login,A003,332,43,True
T0002062,2025-11-14T09:31:57.069227-06:00,2025-11-14T09:31:57.069231-06:00,2025-11-14T09:35:33.995346-06:00,phone,login,A020,187,107,True
T0002066,2025-11-14T09:32:13.859835-06:00,2025-11-14T09:32:13.859838-06:00,2025-11-14T09:38:35.123676-06:00,phone,login,A006,330,73,True
T0002063,2025-11-14T09:33:15.640757-06:00,2025-11-14T09:33:15.640757-06:00,2025-11-14T09:38:55.434706-06:00,email,billing,A020,293,67,True
T0002060,2025-11-14T09:33:52.138812-06:00,2025-11-14T09:33:52.138813-06:00,2025-11-14T09:36:48.546991-06:00,chat,login,A003,160,64,False
T0002076,2025-11-14T09:34:21.353934-06:00,2025-11-14T09:34:21.353938-06:00,2025-11-14T09:39:21.902007-06:00,phone,billing,A008,259,55,False
T0002073,2025-11-14T09:37:28.625780-06:00,2025-11-14T09:37:28.625780-06:00,2025-11-14T09:42:03.399750-06:00,email,login,A017,256,50,False
T0002072,2025-11-14T09:38:13.638033-06:00,2025-11-14T09:38:13.638039-06:00,2025-11-14T09:42:32.726293-06:00,email,login,A010,215,58,False
T0002058,2025-11-14T09:38:55.072895-06:00,2025-11-14T09:38:55.072898-06:00,2025-11-14T09:44:25.943316-06:00,email,login,A020,308,67,True
T0002054,2025-11-14T09:39:07.774826-06:00,2025-11-14T09:39:07.774828-06:00,2025-11-14T09:42:06.631539-06:00,email,bug,A012,140,42,False
T0002068,2025-11-14T09:39:54.666852-06:00,2025-11-14T09:39:54.666853-06:00,2025-11-14T09:44:23.773445-06:00,chat,login,A008,253,37,True
T0002065,2025-11-14T09:40:27.601338-06:00,2025-11-14T09:40:27.601339-06:00,2025-11-14T09:43:33.819439-06:00,email,bug,A003,178,32,True
T0002056,2025-11-14T09:40:47.131846-06:00,2025-11-14T09:40:47.131847-06:00,2025-11-14T09:44:12.866347-06:00,email,login,A015,188,45,True
T0002071,2025-11-14T09:42:02.115786-06:00,2025-11-14T09:42:02.115786-06:00,2025-11-14T09:46:27.003697-06:00,phone,bug,A015,227,38,False
T0002074,2025-11-14T09:44:12.725736-06:00,2025-11-14T09:44:12.725740-06:00,2025-11-14T09:47:48.518590-06:00,email,login,A004,182,63,True
T0002049,2025-11-14T09:44:33.037274-06:00,2025-11-14T09:44:33.037275-06:00,2025-11-14T09:48:06.205112-06:00,email,bug,A004,192,88,True
T0002061,2025-11-14T09:47:04.096772-06:00,2025-11-14T09:47:04.096774-06:00,2025-11-14T09:50:45.396773-06:00,email,billing,A001,184,37,True
T0002064,2025-11-14T09:49:07.860321-06:00,2025-11-14T09:49:07.860322-06:00,2025-11-14T09:55:35.028486-06:00,chat,login,A019,349,72,False
T0002052,2025-11-14T09:49:46.437967-06:00,2025-11-14T09:49:46.437968-06:00,2025-11-14T09:55:20.591823-06:00,chat,login,A020,283,73,True
T0002059,2025-11-14T09:50:21.294955-06:00,2025-11-14T09:50:21.294955-06:00,2025-11-14T09:56:44.819025-06:00,chat,bug,A007,368,66,True
T0002067,2025-11-14T09:52:28.664608-06:00,2025-11-14T09:52:28.664608-06:00,2025-11-14T09:56:15.442648-06:00,chat,billing,A004,196,51,True
T0002055,2025-11-14T09:53:05.239542-06:00,2025-11-14T09:53:05.239543-06:00,2025-11-14T09:59:49.646403-06:00,phone,login,A015,365,44,False
T0002050,2025-11-14T09:53:48.199277-06:00,2025-11-14T09:53:48.199278-06:00,2025-11-14T09:58:00.820035-06:00,phone,bug,A009,252,57,True
T0002070,2025-11-14T09:54:00.236450-06:00,2025-11-14T09:54:00.236450-06:00,2025-11-14T09:58:03.024859-06:00,phone,bug,A016,226,38,False
T0002057,2025-11-14T09:54:31.398816-06:00,2025-11-14T09:54:31.398817-06:00,2025-11-14T09:57:59.839379-06:00,chat,login,A005,195,106,True
T0002069,2025-11-14T09:55:06.121529-06:00,2025-11-14T09:55:06.121529-06:00,2025-11-14T09:58:00.759425-06:00,chat,billing,A014,170,42,True
T0002053,2025-11-14T09:56:26.480989-06:00,2025-11-14T09:56:26.480989-06:00,2025-11-14T09:59:28.448188-06:00,chat,billing,A011,180,75,True
T0002075,2025-11-14T09:57:08.630915-06:00,2025-11-14T09:57:08.630915-06:00,2025-11-14T10:00:22.730577-06:00,email,login,A006,187,98,True
T0002051,2025-11-14T09:58:13.937000-06:00,2025-11-14T09:58:13.937000-06:00,2025-11-14T10:01:11.937514-06:00,chat,billing,A005,151,67,True
T0002091,2025-11-14T10:00:27.472125-06:00,2025-11-14T10:00:27.472148-06:00,2025-11-14T10:04:51.016698-06:00,email,login,A004,227,64,False
T0002084,2025-11-14T10:00:32.316248-06:00,2025-11-14T10:00:32.316260-06:00,2025-11-14T10:04:53.523817-06:00,chat,login,A014,240,73,True
T0002077,2025-11-14T10:01:32.895037-06:00,2025-11-14T10:01:32.895107-06:00,2025-11-14T10:08:02.717169-06:00,chat,bug,A014,371,78,True
T0002098,2025-11-14T10:02:43.166812-06:00,2025-11-14T10:02:43.166847-06:00,2025-11-14T10:06:12.958663-06:00,chat,login,A014,200,27,False
T0002081,2025-11-14T10:03:08.424187-06:00,2025-11-14T10:03:08.424195-06:00,2025-11-14T10:08:58.548124-06:00,email,login,A019,293,48,True
T0002078,2025-11-14T10:04:50.665451-06:00,2025-11-14T10:04:50.665463-06:00,2025-11-14T10:08:27.187801-06:00,chat,login,A016,174,94,False
T0002106,2025-11-14T10:05:36.836579-06:00,2025-11-14T10:05:36.836589-06:00,2025-11-14T10:12:34.342202-06:00,chat,login,A008,390,59,True
T0002086,2025-11-14T10:06:31.458132-06:00,2025-11-14T10:06:31.458151-06:00,2025-11-14T10:11:07.794226-06:00,phone,bug,A006,258,89,True
T0002092,2025-11-14T10:07:28.974077-06:00,2025-11-14T10:07:28.974101-06:00,2025-11-14T10:11:24.900309-06:00,email,login,A001,227,74,True
T0002095,2025-11-14T10:07:38.749821-06:00,2025-11-14T10:07:38.749860-06:00,2025-11-14T10:12:44.757144-06:00,email,login,A002,246,45,True
T0002100,2025-11-14T10:08:15.815350-06:00,2025-11-14T10:08:15.815378-06:00,2025-11-14T10:12:19.761509-06:00,email,bug,A002,212,59,True
